"date","ID_0","NAME_0","t2m"
"2007-01-01",1,"Slovakia",-1.85
"2007-01-02",1,"Slovakia",3.28
"2007-01-03",1,"Slovakia",-0.25
"2007-01-04",1,"Slovakia",1.02
"2007-01-05",1,"Slovakia",1.74
"2007-01-06",1,"Slovakia",2.59
"2007-01-07",1,"Slovakia",3.32
"2007-01-08",1,"Slovakia",3.18
"2007-01-09",1,"Slovakia",3.29
"2007-01-10",1,"Slovakia",6.12
"2007-01-11",1,"Slovakia",5.21
"2007-01-12",1,"Slovakia",7.64
"2007-01-13",1,"Slovakia",3.39
"2007-01-14",1,"Slovakia",5.85
"2007-01-15",1,"Slovakia",1.16
"2007-01-16",1,"Slovakia",-1.89
"2007-01-17",1,"Slovakia",-2.92
"2007-01-18",1,"Slovakia",1.14
"2007-01-19",1,"Slovakia",7.31
"2007-01-20",1,"Slovakia",5.64
"2007-01-21",1,"Slovakia",5.87
"2007-01-22",1,"Slovakia",1.83
"2007-01-23",1,"Slovakia",1.76
"2007-01-24",1,"Slovakia",-0.87
"2007-01-25",1,"Slovakia",-3.06
"2007-01-26",1,"Slovakia",-7.29
"2007-01-27",1,"Slovakia",-6.39
"2007-01-28",1,"Slovakia",-4.89
"2007-01-29",1,"Slovakia",1.35
"2007-01-30",1,"Slovakia",-2.05
"2007-01-31",1,"Slovakia",1.88
"2007-02-01",1,"Slovakia",1.73
"2007-02-02",1,"Slovakia",1.74
"2007-02-03",1,"Slovakia",0.09
"2007-02-04",1,"Slovakia",1.18
"2007-02-05",1,"Slovakia",-0.77
"2007-02-06",1,"Slovakia",2.95
"2007-02-07",1,"Slovakia",0.35
"2007-02-08",1,"Slovakia",0.49
"2007-02-09",1,"Slovakia",4.77
"2007-02-10",1,"Slovakia",-1.09
"2007-02-11",1,"Slovakia",3.14
"2007-02-12",1,"Slovakia",3.08
"2007-02-13",1,"Slovakia",5
"2007-02-14",1,"Slovakia",4.06
"2007-02-15",1,"Slovakia",2.04
"2007-02-16",1,"Slovakia",2.78
"2007-02-17",1,"Slovakia",0.02
"2007-02-18",1,"Slovakia",0.43
"2007-02-19",1,"Slovakia",1.06
"2007-02-20",1,"Slovakia",0.34
"2007-02-21",1,"Slovakia",-0.14
"2007-02-22",1,"Slovakia",2.87
"2007-02-23",1,"Slovakia",0.57
"2007-02-24",1,"Slovakia",-1.86
"2007-02-25",1,"Slovakia",0.23
"2007-02-26",1,"Slovakia",-0.11
"2007-02-27",1,"Slovakia",0.23
"2007-02-28",1,"Slovakia",0.39
"2007-03-01",1,"Slovakia",3.52
"2007-03-02",1,"Slovakia",6.83
"2007-03-03",1,"Slovakia",2.44
"2007-03-04",1,"Slovakia",4.61
"2007-03-05",1,"Slovakia",-1.03
"2007-03-06",1,"Slovakia",2.65
"2007-03-07",1,"Slovakia",6.02
"2007-03-08",1,"Slovakia",6.8
"2007-03-09",1,"Slovakia",6.32
"2007-03-10",1,"Slovakia",3.69
"2007-03-11",1,"Slovakia",3.2
"2007-03-12",1,"Slovakia",2.92
"2007-03-13",1,"Slovakia",3.46
"2007-03-14",1,"Slovakia",3.76
"2007-03-15",1,"Slovakia",4.78
"2007-03-16",1,"Slovakia",1.02
"2007-03-17",1,"Slovakia",2.21
"2007-03-18",1,"Slovakia",6.16
"2007-03-19",1,"Slovakia",8.71
"2007-03-20",1,"Slovakia",2.94
"2007-03-21",1,"Slovakia",2.95
"2007-03-22",1,"Slovakia",1.21
"2007-03-23",1,"Slovakia",1.76
"2007-03-24",1,"Slovakia",7.04
"2007-03-25",1,"Slovakia",4.19
"2007-03-26",1,"Slovakia",4.05
"2007-03-27",1,"Slovakia",1.56
"2007-03-28",1,"Slovakia",3.04
"2007-03-29",1,"Slovakia",4.49
"2007-03-30",1,"Slovakia",3.65
"2007-03-31",1,"Slovakia",2.24
"2007-04-01",1,"Slovakia",4.17
"2007-04-02",1,"Slovakia",2.71
"2007-04-03",1,"Slovakia",3.42
"2007-04-04",1,"Slovakia",5.18
"2007-04-05",1,"Slovakia",0.23
"2007-04-06",1,"Slovakia",5.95
"2007-04-07",1,"Slovakia",5.19
"2007-04-08",1,"Slovakia",3.57
"2007-04-09",1,"Slovakia",2.92
"2007-04-10",1,"Slovakia",6.62
"2007-04-11",1,"Slovakia",7.45
"2007-04-12",1,"Slovakia",5.2
"2007-04-13",1,"Slovakia",6.42
"2007-04-14",1,"Slovakia",6.53
"2007-04-15",1,"Slovakia",7.84
"2007-04-16",1,"Slovakia",6.32
"2007-04-17",1,"Slovakia",5.74
"2007-04-18",1,"Slovakia",7.65
"2007-04-19",1,"Slovakia",3.04
"2007-04-20",1,"Slovakia",3.21
"2007-04-21",1,"Slovakia",4.05
"2007-04-22",1,"Slovakia",2.08
"2007-04-23",1,"Slovakia",2.25
"2007-04-24",1,"Slovakia",8.29
"2007-04-25",1,"Slovakia",8.79
"2007-04-26",1,"Slovakia",6.26
"2007-04-27",1,"Slovakia",8.45
"2007-04-28",1,"Slovakia",9.42
"2007-04-29",1,"Slovakia",11.51
"2007-04-30",1,"Slovakia",4.73
"2007-05-01",1,"Slovakia",4.38
"2007-05-02",1,"Slovakia",-0.74
"2007-05-03",1,"Slovakia",2.35
